stateName,vehicleType,pollutant (g/mi),,EF_2023
COLORADO,"Transit Bus, CNG",PM10,,0.006
CONNECTICUT,"Transit Bus, CNG",PM10,,0.006
DELAWARE,"Transit Bus, CNG",PM10,,0.006
DISTRICT OF COLUMBIA,"Transit Bus, CNG",PM10,,0.007
FLORIDA,"Transit Bus, CNG",PM10,,0.006
GEORGIA,"Transit Bus, CNG",PM10,,0.006
HAWAII,"Transit Bus, CNG",PM10,,0.006
IDAHO,"Transit Bus, CNG",PM10,,0.005
ILLINOIS,"Transit Bus, CNG",PM10,,0.006
INDIANA,"Transit Bus, CNG",PM10,,0.006
IOWA,"Transit Bus, CNG",PM10,,0.005
KANSAS,"Transit Bus, CNG",PM10,,0.005
KENTUCKY,"Transit Bus, CNG",PM10,,0.005
LOUISIANA,"Transit Bus, CNG",PM10,,0.006
MAINE,"Transit Bus, CNG",PM10,,0.005
MARYLAND,"Transit Bus, CNG",PM10,,0.006
MASSACHUSETTS,"Transit Bus, CNG",PM10,,0.006
MICHIGAN,"Transit Bus, CNG",PM10,,0.006
MINNESOTA,"Transit Bus, CNG",PM10,,0.005
MISSISSIPPI,"Transit Bus, CNG",PM10,,0.005
MISSOURI,"Transit Bus, CNG",PM10,,0.005
MONTANA,"Transit Bus, CNG",PM10,,0.005
NEBRASKA,"Transit Bus, CNG",PM10,,0.005
NEVADA,"Transit Bus, CNG",PM10,,0.006
NEW HAMPSHIRE,"Transit Bus, CNG",PM10,,0.005
NEW JERSEY,"Transit Bus, CNG",PM10,,0.006
NEW MEXICO,"Transit Bus, CNG",PM10,,0.005
NEW YORK,"Transit Bus, CNG",PM10,,0.006
NORTH CAROLINA,"Transit Bus, CNG",PM10,,0.006
NORTH DAKOTA,"Transit Bus, CNG",PM10,,0.005
OHIO,"Transit Bus, CNG",PM10,,0.006
OKLAHOMA,"Transit Bus, CNG",PM10,,0.005
OREGON,"Transit Bus, CNG",PM10,,0.006
PENNSYLVANIA,"Transit Bus, CNG",PM10,,0.006
RHODE ISLAND,"Transit Bus, CNG",PM10,,0.006
SOUTH CAROLINA,"Transit Bus, CNG",PM10,,0.005
SOUTH DAKOTA,"Transit Bus, CNG",PM10,,0.005
TENNESSEE,"Transit Bus, CNG",PM10,,0.006
TEXAS,"Transit Bus, CNG",PM10,,0.006
UTAH,"Transit Bus, CNG",PM10,,0.006
VERMONT,"Transit Bus, CNG",PM10,,0.005
VIRGINIA,"Transit Bus, CNG",PM10,,0.005
WASHINGTON,"Transit Bus, CNG",PM10,,0.006
WEST VIRGINIA,"Transit Bus, CNG",PM10,,0.005
WISCONSIN,"Transit Bus, CNG",PM10,,0.005
WYOMING,"Transit Bus, CNG",PM10,,0.005
ALABAMA,"Transit Bus, Diesel",PM10,,0.003
ALASKA,"Transit Bus, Diesel",PM10,,0.003
ARIZONA,"Transit Bus, Diesel",PM10,,0.004
ARKANSAS,"Transit Bus, Diesel",PM10,,0.003
CALIFORNIA,"Transit Bus, Diesel",PM10,,0.003
COLORADO,"Transit Bus, Diesel",PM10,,0.003
CONNECTICUT,"Transit Bus, Diesel",PM10,,0.004
DELAWARE,"Transit Bus, Diesel",PM10,,0.004
DISTRICT OF COLUMBIA,"Transit Bus, Diesel",PM10,,0.004
FLORIDA,"Transit Bus, Diesel",PM10,,0.004
GEORGIA,"Transit Bus, Diesel",PM10,,0.004
HAWAII,"Transit Bus, Diesel",PM10,,0.004
IDAHO,"Transit Bus, Diesel",PM10,,0.003
ILLINOIS,"Transit Bus, Diesel",PM10,,0.004
INDIANA,"Transit Bus, Diesel",PM10,,0.003
IOWA,"Transit Bus, Diesel",PM10,,0.003
KANSAS,"Transit Bus, Diesel",PM10,,0.003
KENTUCKY,"Transit Bus, Diesel",PM10,,0.003
LOUISIANA,"Transit Bus, Diesel",PM10,,0.003
MAINE,"Transit Bus, Diesel",PM10,,0.003
MARYLAND,"Transit Bus, Diesel",PM10,,0.004
MASSACHUSETTS,"Transit Bus, Diesel",PM10,,0.004
MICHIGAN,"Transit Bus, Diesel",PM10,,0.003
MINNESOTA,"Transit Bus, Diesel",PM10,,0.003
MISSISSIPPI,"Transit Bus, Diesel",PM10,,0.003
MISSOURI,"Transit Bus, Diesel",PM10,,0.003
MONTANA,"Transit Bus, Diesel",PM10,,0.003
NEBRASKA,"Transit Bus, Diesel",PM10,,0.003
NEVADA,"Transit Bus, Diesel",PM10,,0.004
NEW HAMPSHIRE,"Transit Bus, Diesel",PM10,,0.003
NEW JERSEY,"Transit Bus, Diesel",PM10,,0.004
NEW MEXICO,"Transit Bus, Diesel",PM10,,0.003
NEW YORK,"Transit Bus, Diesel",PM10,,0.004
NORTH CAROLINA,"Transit Bus, Diesel",PM10,,0.003
NORTH DAKOTA,"Transit Bus, Diesel",PM10,,0.003
OHIO,"Transit Bus, Diesel",PM10,,0.003
OKLAHOMA,"Transit Bus, Diesel",PM10,,0.003
OREGON,"Transit Bus, Diesel",PM10,,0.003
PENNSYLVANIA,"Transit Bus, Diesel",PM10,,0.003
RHODE ISLAND,"Transit Bus, Diesel",PM10,,0.004
SOUTH CAROLINA,"Transit Bus, Diesel",PM10,,0.003
SOUTH DAKOTA,"Transit Bus, Diesel",PM10,,0.003
TENNESSEE,"Transit Bus, Diesel",PM10,,0.003
TEXAS,"Transit Bus, Diesel",PM10,,0.003
UTAH,"Transit Bus, Diesel",PM10,,0.003
VERMONT,"Transit Bus, Diesel",PM10,,0.003
VIRGINIA,"Transit Bus, Diesel",PM10,,0.003
WASHINGTON,"Transit Bus, Diesel",PM10,,0.003
WEST VIRGINIA,"Transit Bus, Diesel",PM10,,0.003
WISCONSIN,"Transit Bus, Diesel",PM10,,0.003
WYOMING,"Transit Bus, Diesel",PM10,,0.003
ALABAMA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.093
ALASKA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.084
ARIZONA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.097
ARKANSAS,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.085
CALIFORNIA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.101
COLORADO,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.093
CONNECTICUT,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.108
DELAWARE,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.113
DISTRICT OF COLUMBIA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.236
FLORIDA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.115
GEORGIA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.100
HAWAII,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.131
IDAHO,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.078
ILLINOIS,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.100
INDIANA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.091
IOWA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.082
KANSAS,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.080
KENTUCKY,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.076
LOUISIANA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.089
MAINE,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.079
MARYLAND,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.105
MASSACHUSETTS,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.123
MICHIGAN,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.098
MINNESOTA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.093
MISSISSIPPI,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.085
MISSOURI,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.074
MONTANA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.072
NEBRASKA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.076
NEVADA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.100
NEW HAMPSHIRE,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.089
NEW JERSEY,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.119
NEW MEXICO,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.080
NEW YORK,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.102
NORTH CAROLINA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.095
NORTH DAKOTA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.078
OHIO,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.092
OKLAHOMA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.085
OREGON,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.092
PENNSYLVANIA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.089
RHODE ISLAND,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.108
SOUTH CAROLINA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.086
SOUTH DAKOTA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.069
TENNESSEE,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.092
TEXAS,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.099
UTAH,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.089
VERMONT,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.075
VIRGINIA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.088
WASHINGTON,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.090
WEST VIRGINIA,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.083
WISCONSIN,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.086
WYOMING,"Combination Long-haul Truck, Diesel",PM10 (TBW),,0.068
ALABAMA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.102
ALASKA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.100
ARIZONA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.112
ARKANSAS,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.093
CALIFORNIA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.111
COLORADO,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.103
CONNECTICUT,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.115
DELAWARE,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.121
DISTRICT OF COLUMBIA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.218
FLORIDA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.130
GEORGIA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.110
HAWAII,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.130
IDAHO,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.089
ILLINOIS,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.113
INDIANA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.102
IOWA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.088
KANSAS,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.089
KENTUCKY,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.087
LOUISIANA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.101
MAINE,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.084
MARYLAND,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.114
MASSACHUSETTS,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.132
MICHIGAN,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.107
MINNESOTA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.097
MISSISSIPPI,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.091
MISSOURI,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.084
MONTANA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.080
NEBRASKA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.085
NEVADA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.115
NEW HAMPSHIRE,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.096
NEW JERSEY,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.128
NEW MEXICO,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.090
NEW YORK,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.113
NORTH CAROLINA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.104
NORTH DAKOTA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.083
OHIO,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.102
OKLAHOMA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.091
OREGON,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.102
PENNSYLVANIA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.102
RHODE ISLAND,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.119
SOUTH CAROLINA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.097
SOUTH DAKOTA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.077
TENNESSEE,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.104
TEXAS,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.107
UTAH,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.103
VERMONT,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.080
VIRGINIA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.099
WASHINGTON,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.102
WEST VIRGINIA,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.089
WISCONSIN,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.092
WYOMING,"Combination Short-haul Truck, Diesel",PM10 (TBW),,0.077
ALABAMA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
ALASKA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
ARIZONA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.041
ARKANSAS,"Light Commercial Truck, Diesel",PM10 (TBW),,0.036
CALIFORNIA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
COLORADO,"Light Commercial Truck, Diesel",PM10 (TBW),,0.038
CONNECTICUT,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
DELAWARE,"Light Commercial Truck, Diesel",PM10 (TBW),,0.043
DISTRICT OF COLUMBIA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.058
FLORIDA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.045
GEORGIA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.040
HAWAII,"Light Commercial Truck, Diesel",PM10 (TBW),,0.044
IDAHO,"Light Commercial Truck, Diesel",PM10 (TBW),,0.036
ILLINOIS,"Light Commercial Truck, Diesel",PM10 (TBW),,0.041
INDIANA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
IOWA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.035
KANSAS,"Light Commercial Truck, Diesel",PM10 (TBW),,0.035
KENTUCKY,"Light Commercial Truck, Diesel",PM10 (TBW),,0.035
LOUISIANA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
MAINE,"Light Commercial Truck, Diesel",PM10 (TBW),,0.033
MARYLAND,"Light Commercial Truck, Diesel",PM10 (TBW),,0.040
MASSACHUSETTS,"Light Commercial Truck, Diesel",PM10 (TBW),,0.043
MICHIGAN,"Light Commercial Truck, Diesel",PM10 (TBW),,0.040
MINNESOTA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.037
MISSISSIPPI,"Light Commercial Truck, Diesel",PM10 (TBW),,0.035
MISSOURI,"Light Commercial Truck, Diesel",PM10 (TBW),,0.033
MONTANA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.033
NEBRASKA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.034
NEVADA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.041
NEW HAMPSHIRE,"Light Commercial Truck, Diesel",PM10 (TBW),,0.036
NEW JERSEY,"Light Commercial Truck, Diesel",PM10 (TBW),,0.042
NEW MEXICO,"Light Commercial Truck, Diesel",PM10 (TBW),,0.036
NEW YORK,"Light Commercial Truck, Diesel",PM10 (TBW),,0.040
NORTH CAROLINA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
NORTH DAKOTA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.033
OHIO,"Light Commercial Truck, Diesel",PM10 (TBW),,0.038
OKLAHOMA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.035
OREGON,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
PENNSYLVANIA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
RHODE ISLAND,"Light Commercial Truck, Diesel",PM10 (TBW),,0.041
SOUTH CAROLINA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.038
SOUTH DAKOTA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.031
TENNESSEE,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
TEXAS,"Light Commercial Truck, Diesel",PM10 (TBW),,0.039
UTAH,"Light Commercial Truck, Diesel",PM10 (TBW),,0.038
VERMONT,"Light Commercial Truck, Diesel",PM10 (TBW),,0.032
VIRGINIA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.037
WASHINGTON,"Light Commercial Truck, Diesel",PM10 (TBW),,0.038
WEST VIRGINIA,"Light Commercial Truck, Diesel",PM10 (TBW),,0.035
WISCONSIN,"Light Commercial Truck, Diesel",PM10 (TBW),,0.036
WYOMING,"Light Commercial Truck, Diesel",PM10 (TBW),,0.032
ALABAMA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
ALASKA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
ARIZONA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.035
ARKANSAS,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.030
CALIFORNIA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
COLORADO,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.032
CONNECTICUT,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
DELAWARE,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.037
DISTRICT OF COLUMBIA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.052
FLORIDA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.039
GEORGIA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.034
HAWAII,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.038
IDAHO,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.030
ILLINOIS,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.035
INDIANA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
IOWA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.029
KANSAS,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.029
KENTUCKY,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.029
LOUISIANA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
MAINE,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.027
MARYLAND,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.034
MASSACHUSETTS,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.037
MICHIGAN,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.034
MINNESOTA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.031
MISSISSIPPI,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.030
MISSOURI,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.027
MONTANA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.027
NEBRASKA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.028
NEVADA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.035
NEW HAMPSHIRE,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.031
NEW JERSEY,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.036
NEW MEXICO,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.030
NEW YORK,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.034
NORTH CAROLINA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
NORTH DAKOTA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.027
OHIO,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.032
OKLAHOMA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.030
OREGON,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
PENNSYLVANIA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
RHODE ISLAND,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.035
SOUTH CAROLINA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.032
SOUTH DAKOTA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.026
TENNESSEE,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
TEXAS,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.033
UTAH,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.032
VERMONT,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.026
VIRGINIA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.031
WASHINGTON,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.032
WEST VIRGINIA,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.029
WISCONSIN,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.030
WYOMING,"Light Commercial Truck, Gasoline",PM10 (TBW),,0.026
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
ALABAMA,"Refuse Truck, Diesel",PM10 (TBW),,0.133
ALASKA,"Refuse Truck, Diesel",PM10 (TBW),,0.131
ARIZONA,"Refuse Truck, Diesel",PM10 (TBW),,0.145
ARKANSAS,"Refuse Truck, Diesel",PM10 (TBW),,0.120
CALIFORNIA,"Refuse Truck, Diesel",PM10 (TBW),,0.140
COLORADO,"Refuse Truck, Diesel",PM10 (TBW),,0.133
CONNECTICUT,"Refuse Truck, Diesel",PM10 (TBW),,0.143
DELAWARE,"Refuse Truck, Diesel",PM10 (TBW),,0.155
DISTRICT OF COLUMBIA,"Refuse Truck, Diesel",PM10 (TBW),,0.255
FLORIDA,"Refuse Truck, Diesel",PM10 (TBW),,0.166
GEORGIA,"Refuse Truck, Diesel",PM10 (TBW),,0.142
HAWAII,"Refuse Truck, Diesel",PM10 (TBW),,0.165
IDAHO,"Refuse Truck, Diesel",PM10 (TBW),,0.115
ILLINOIS,"Refuse Truck, Diesel",PM10 (TBW),,0.146
INDIANA,"Refuse Truck, Diesel",PM10 (TBW),,0.133
IOWA,"Refuse Truck, Diesel",PM10 (TBW),,0.114
KANSAS,"Refuse Truck, Diesel",PM10 (TBW),,0.113
KENTUCKY,"Refuse Truck, Diesel",PM10 (TBW),,0.112
LOUISIANA,"Refuse Truck, Diesel",PM10 (TBW),,0.131
MAINE,"Refuse Truck, Diesel",PM10 (TBW),,0.106
MARYLAND,"Refuse Truck, Diesel",PM10 (TBW),,0.144
MASSACHUSETTS,"Refuse Truck, Diesel",PM10 (TBW),,0.164
MICHIGAN,"Refuse Truck, Diesel",PM10 (TBW),,0.138
MINNESOTA,"Refuse Truck, Diesel",PM10 (TBW),,0.124
MISSISSIPPI,"Refuse Truck, Diesel",PM10 (TBW),,0.116
MISSOURI,"Refuse Truck, Diesel",PM10 (TBW),,0.105
MONTANA,"Refuse Truck, Diesel",PM10 (TBW),,0.101
NEBRASKA,"Refuse Truck, Diesel",PM10 (TBW),,0.109
NEVADA,"Refuse Truck, Diesel",PM10 (TBW),,0.148
NEW HAMPSHIRE,"Refuse Truck, Diesel",PM10 (TBW),,0.123
NEW JERSEY,"Refuse Truck, Diesel",PM10 (TBW),,0.160
NEW MEXICO,"Refuse Truck, Diesel",PM10 (TBW),,0.117
NEW YORK,"Refuse Truck, Diesel",PM10 (TBW),,0.143
NORTH CAROLINA,"Refuse Truck, Diesel",PM10 (TBW),,0.134
NORTH DAKOTA,"Refuse Truck, Diesel",PM10 (TBW),,0.105
OHIO,"Refuse Truck, Diesel",PM10 (TBW),,0.131
OKLAHOMA,"Refuse Truck, Diesel",PM10 (TBW),,0.117
OREGON,"Refuse Truck, Diesel",PM10 (TBW),,0.133
PENNSYLVANIA,"Refuse Truck, Diesel",PM10 (TBW),,0.132
RHODE ISLAND,"Refuse Truck, Diesel",PM10 (TBW),,0.150
SOUTH CAROLINA,"Refuse Truck, Diesel",PM10 (TBW),,0.127
SOUTH DAKOTA,"Refuse Truck, Diesel",PM10 (TBW),,0.096
TENNESSEE,"Refuse Truck, Diesel",PM10 (TBW),,0.134
TEXAS,"Refuse Truck, Diesel",PM10 (TBW),,0.137
UTAH,"Refuse Truck, Diesel",PM10 (TBW),,0.131
VERMONT,"Refuse Truck, Diesel",PM10 (TBW),,0.100
VIRGINIA,"Refuse Truck, Diesel",PM10 (TBW),,0.126
WASHINGTON,"Refuse Truck, Diesel",PM10 (TBW),,0.131
WEST VIRGINIA,"Refuse Truck, Diesel",PM10 (TBW),,0.114
WISCONSIN,"Refuse Truck, Diesel",PM10 (TBW),,0.118
WYOMING,"Refuse Truck, Diesel",PM10 (TBW),,0.097
ALABAMA,"School Bus, Diesel",PM10 (TBW),,0.088
ALASKA,"School Bus, Diesel",PM10 (TBW),,0.087
ARIZONA,"School Bus, Diesel",PM10 (TBW),,0.096
ARKANSAS,"School Bus, Diesel",PM10 (TBW),,0.080
CALIFORNIA,"School Bus, Diesel",PM10 (TBW),,0.096
COLORADO,"School Bus, Diesel",PM10 (TBW),,0.089
CONNECTICUT,"School Bus, Diesel",PM10 (TBW),,0.099
